Analyte	N	Model Family	Link Function	Extreme Outliers	K-S Statistic	K-S p-value	Converged	Intercept	C(LaborInitiation)[T.1]	C(Smoker)[T.1.0]	C(IllicitDrugUser)[T.1.0]	WksGest	PregravidBMISquared	Intercept_p	C(LaborInitiation)[T.1]_p	C(Smoker)[T.1.0]_p	C(IllicitDrugUser)[T.1.0]_p	WksGest_p	PregravidBMISquared_p	Pseudo_R_Squared	pval_adj
N,N-dimethyl-pro-pro	160	Gamma	Log	False	0.712507395176049	1.565666009431362e-82	True	1.6476222461213617	-0.05164614240276509	-0.1747690316253768	0.08716018475590948	-0.04087593026115195	-3.8661988520027154e-05	1.4738059938158434e-05	0.43264884704782536	0.17558177949449116	0.48212898104186896	2.919768658679722e-05	0.6654728523271016	0.044602808687413065	0.0022367072865576067
CD74 (protein)	160	Gamma	Log	False	0.9867849349503794	4.700227007198984e-301	True	0.9231916019597969	0.01527628313047967	-0.019531740989453206	0.0389952056639908	0.017274642839243688	5.1933218404176084e-05	9.47606828530869e-09	0.5831669225111769	0.7204120505931295	0.4571626255826664	2.961746971846388e-05	0.1696868940260201	0.09640208118252558	0.0022384621424289676
IL16 (protein)	160	Gamma	Log	False	0.9999606984944743	0.0	True	1.2149884524436425	0.023883125959941798	-0.021930053267309846	0.029426083993923144	0.012159623752306344	3.413395389517847e-05	7.245764045045483e-27	0.22291540173368463	0.5680785815680568	0.42541165763074706	2.9632151913014462e-05	0.19977256198031101	0.11316736982964448	0.0022384621424289676
ANLN	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.770346607789493	-0.07009431910997987	0.08147505659678456	-0.05194632439748226	-0.054019956035749786	4.9563594585442784e-05	1.0056337819881047e-53	0.421233037473299	0.6334442443746326	0.7517199296253606	3.024507233539617e-05	0.6754989523859418	0.007687660917032213	0.002269006185271997
CNTNAP2	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.239392602910386	-0.03649361963669295	0.06455360517790631	-0.011650290959758017	-0.06571659523309809	7.810441000831816e-05	3.3309229566421155e-32	0.7307934943002552	0.7562073074936746	0.9535080176277506	3.0469752072987392e-05	0.5877928843685978	0.01071520281073679	0.0022702052263695676
MCP-4 (protein)	160	Gamma	Log	False	0.9999971010722731	0.0	True	2.028936873874726	0.0007599696852863824	0.050951429325020725	-0.04052215220780292	0.010321633567525305	1.4439239225001586e-05	1.615391553955646e-98	0.9636362281325326	0.1189492929132704	0.19694453163125147	3.082293669285302e-05	0.5237317623504264	0.09189448162594394	0.0022808973152711235
SOD1-DT	160	Gamma	Log	False	0.9312499999987202	1.8403867456586015e-186	True	1.5262489990000754	0.13977166588014356	-0.25955879746960575	0.2605376935421714	0.0818319606193208	0.00031154968640970815	0.045801499042556156	0.29061814609933656	0.3168003577963959	0.29576576565947177	3.1278045440317376e-05	0.08294532147887883	0.011850284545684597	0.0022989363398633273
CALCRL	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.546113326540215	-0.1523504549496142	0.03187852142325398	0.048460804975174965	-0.06482213618896839	-0.00012184283510135886	1.3771832332649282e-35	0.14638481482140206	0.8767996136188657	0.8062859409489839	3.195609897770511e-05	0.392544817928432	0.011103007951967503	0.0023330096958354106
C1QA (protein)	160	Gamma	Log	False	0.8933834063141946	6.18827085210296e-156	True	-0.31799174273720254	0.09442591222455915	-0.09307038446144483	0.09843324874122063	0.03023136455884225	0.00019137358474769544	0.26200506150660285	0.05430288667573988	0.3332611005814934	0.28696880385248213	3.375069768571618e-05	0.004093534047031728	0.012205581646728692	0.0024476005961681373
SAT1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	11.17883621760798	-0.08767295015423149	0.039418161812568187	0.0614516064925692	-0.050829016308213106	-8.005059639034097e-05	1.5415187599187536e-121	0.2880958326681541	0.8075119051513351	0.6926830181504346	3.398801671290092e-05	0.47525294800745366	0.006223798133420777	0.0024484877205492466
EGLN3	160	Gamma	Log	True	0.93125	1.8403867401765456e-186	True	11.01856581569374	-0.7879897858819896	0.06767532560676348	-0.032950296146882024	-0.14324895989413866	-0.0003676805012444858	2.0090671695288783e-16	0.0022870221730808223	0.8756398561015315	0.9310778411211008	3.560967658919318e-05	0.26648256386175406	0.06816889402648196	0.0025433787855209397
PIK3CB	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	9.685075132700018	-0.1490280911385245	-0.04363914884803455	-0.004735040507495958	-0.0470947386489782	-0.00017844336297245258	6.348172281969681e-106	0.05196893947543543	0.7715952165771682	0.9738546084568681	3.577284006110533e-05	0.08674266456444996	0.007181245158176086	0.0025433787855209397
ANP32E	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.33542477268402	-0.11944003772940337	0.006055163496037075	0.051746346564104956	-0.04661303822736518	5.774766692970005e-05	2.388825358988387e-62	0.11694733006976363	0.9676609918519368	0.7184676134849279	3.827740970053194e-05	0.5768959432981559	0.005906826530392761	0.00269266722227709
CLDN16	160	Gamma	Log	False	0.9187183287581668	7.983460896628034e-175	True	0.3856685349241647	0.18245137919799148	-0.3779285586187563	0.366133755374142	0.09869651914171679	0.0005040802501704096	0.6790695834945091	0.2581094316857191	0.23211946343683443	0.2283793041825214	3.836766128451452e-05	0.02145988175462886	0.014558730695980016	0.00269266722227709
USP27X-DT	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	2.8629065704430214	0.01336991828282788	-0.22882862780290636	0.21886909573003638	0.04813189271310982	0.00021299506545141702	3.095420368734174e-10	0.8651474028713104	0.1381602472011046	0.14004496942042374	3.878095828538383e-05	0.046432646439465645	0.004852416498980716	0.0027042260527461877
FBXL19-AS1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	4.371334932769027	0.07103402809263099	-0.22976097288890474	0.14216683036729622	0.04804845307638875	0.00010775351232971208	7.429032854996556e-22	0.3670363104033959	0.13666578440873528	0.3379419642031979	4.018709578084917e-05	0.3138410574041106	0.004778248020000264	0.0027638452565624094
RN7SL4P	160	Gamma	Log	True	0.93125	1.8403867401765456e-186	True	4.7715759337881885	0.17353763578311482	-0.014303641027375802	0.1920621119399132	0.07043233645049868	-4.679062966397336e-05	2.6123581236878687e-19	0.3907985745214493	0.9542611663546797	0.3742553021105508	4.038189265894003e-05	0.7942414035505827	0.011461657223189814	0.0027638452565624094
HTRA2 (protein)	160	Gamma	Log	False	0.9931282938608887	0.0	True	1.0563008259208218	0.008192884646948798	-0.006028362453415759	0.018428974699119027	0.012650700049676878	1.1522447799142845e-05	1.1966373784638685e-18	0.6928192291304078	0.8821286889218969	0.63718133588531	4.039817942576053e-05	0.6825808794241324	-0.0014189328508844579	0.0027638452565624094
IGSF8	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	9.53732555366422	-0.15995760598037406	-0.1785431101686581	-0.006109516922836455	-0.0651157258702627	-0.0001421232535439948	9.783260940832544e-54	0.1347760907205873	0.3944797759380222	0.9758126757845591	4.1796793395150736e-05	0.3280297398108213	0.01195475996623463	0.002841659490952811
IFNGR2 (protein)	160	Gamma	Log	False	0.9425342905196525	6.403927802621469e-199	True	0.0790169568254917	-0.03334369576304427	-0.0530084187905307	0.05363979893900306	0.02510564415250967	3.07238624099857e-05	0.7402849369545991	0.4189898642725487	0.5122178083557695	0.4901474189652011	4.216123491616696e-05	0.5835963036973918	0.0041068551993633795	0.002848633002596672
DEPDC1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	6.858086184975189	-0.05168429805227892	0.049630066168036	-0.09033945040573574	-0.056338694749883844	6.616964408533517e-05	1.5091064007389672e-37	0.5770991604348883	0.7847423047107897	0.6049158414195881	4.2976706449464746e-05	0.5992401833648393	0.00859031401108934	0.002885806251588133
CLEC14A (protein)	160	Gamma	Log	False	0.9874234880216577	1.7008397680274185e-304	True	1.390132534039149	-0.007656983233371856	0.015659139846530723	-0.007775514137364173	0.0153457692629887	-2.7040471058702162e-05	1.8040279655702958e-21	0.7620164748894662	0.7520634132606928	0.8703394260137486	4.413648504976529e-05	0.43116551493511734	6.985199439879519e-05	0.0029455011311125576
methyl glucopyranoside (alpha + beta)	160	Gamma	Log	False	0.603039801929687	3.098554176540202e-56	True	2.77107047281271	-0.06062738399669654	-0.20725726257197913	0.3308469788736908	-0.06605843084020754	-7.547380963990255e-05	1.0687525628055566e-05	0.5778320070199505	0.33178056640168296	0.10694746625672279	4.479957612404688e-05	0.610061170860206	0.04291881873109871	0.0029715231041303777
GPR155	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	2.7528167514930786	0.09295273938856527	-0.2953154037591579	0.27880744956922815	0.05992960599441036	0.00015744859092482727	1.4417395336614525e-06	0.34712102511857157	0.12758245088178455	0.1344360617678989	4.511379393511285e-05	0.24110259110850263	0.00753801536166665	0.002974229396522167
PPP1R14C	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	4.479906948197552	0.07544817804841741	-0.30053097765550296	0.3121957667275016	0.048463169331963506	0.00013394023169056065	3.304826952935442e-22	0.34570320706443625	0.055365803594180356	0.038355738833670924	4.573622635443326e-05	0.21787850577906553	0.005212347413681706	0.002997100423394729
FHL1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	5.47684307275323	0.08919280549014696	-0.2676293553025566	0.09518125741792488	0.061266706870955465	0.00028557099887570146	7.489813595041318e-21	0.37813558371830114	0.1773409598214163	0.6176336286616436	4.614022720558901e-05	0.037795789940183025	0.008438983620014717	0.0030054694104335164
hsa-miR-4784	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	9.391253259551794	0.10806671425357095	-0.016318680224010507	0.26151309864137334	-0.056050230092385994	4.5918669345923065e-05	6.608321706517952e-69	0.24344210999261884	0.9284073233926005	0.13407580770616742	4.6689567910675985e-05	0.7152461228717415	0.007180391988019563	0.00302314952221627
CCP110	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.829792904523743	-0.08555972887778468	-0.1126750291614591	0.07047914987543827	-0.05673204488245582	7.549157128143989e-05	3.3386301605505676e-47	0.36225728804758095	0.540517395412625	0.690374664543203	4.7888887319202705e-05	0.5540480782878995	0.008704129404063177	0.0030824574926525856
formiminoglutamate	160	Gamma	Log	True	0.6428664522202783	6.456018024541865e-65	True	2.4022950932088865	-0.05718794902568308	-0.17223173905507191	-0.031853809485577755	-0.05989671918377942	-4.835254234338014e-05	3.803915331465735e-05	0.5143235162366807	0.5681419103488639	0.8917002455932768	4.918873217426587e-05	0.692945824657018	0.04002776112225126	0.0031109013290213034
CSH1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	10.768944856829869	0.06445181615357554	-0.20437212934856852	0.16299094722191465	0.062355198195412034	0.00018965153773282945	1.0939005351748064e-72	0.5329298130515393	0.3131732838334289	0.4026096979302064	4.907477179696818e-05	0.17684143942371855	0.007308174056784189	0.0031109013290213034
BLNK	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	6.6537977559647885	-0.002683676743382546	-0.04149227795267785	0.13014095930854946	-0.047312094434498714	4.938763050970297e-05	8.272292450872781e-49	0.9727043494954737	0.7872685200021553	0.37846811202152075	4.911729496900943e-05	0.6430061766340383	0.00499395196555108	0.0031109013290213034
EVPL	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	2.9170004911115086	-0.004499387264306098	-0.47947228539107645	0.3796120285144857	0.062064217107562214	0.00029065317034557476	9.414100881365728e-07	0.965143380611428	0.01752502087294393	0.05034944175518727	4.9727812300322146e-05	0.03771686234632286	0.008606895879024634	0.003116748479427666
FRZB	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	4.219157943998479	0.13570983190275274	-0.2640950000427045	0.20688451836739624	0.08679255972756635	0.0002176133677019529	3.957874642882537e-07	0.34598639016641575	0.3495264152398806	0.4457296385142704	4.98542227817994e-05	0.26599557748086633	0.012864408886363199	0.003116748479427666
PREP	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	8.204150500479614	-0.09976435171474402	0.02216225117433024	-0.036939741535993276	-0.04753014390274461	-3.3582592733073186e-05	2.6947423095743486e-72	0.20644621272610364	0.8861588471033939	0.8039027412348456	5.100954801488206e-05	0.7542488632742012	0.005778750409234368	0.0031707535046050688
3-hydroxydecanoylcarnitine	160	Gamma	Log	False	0.5695785831804618	1.3271408914426788e-49	True	2.5739429643402865	-0.06597158976357757	-0.25832348460400567	0.11057776327211166	-0.06288018848381438	-0.00012046931172916263	2.057860991192795e-05	0.5282807952668236	0.2078002604750685	0.5747610040839115	5.2244096194021115e-05	0.39662995480800356	0.04267743138146285	0.003229041354537282
Notch 3 (protein)	160	Gamma	Log	False	0.9388996093013701	1.1697841257431836e-194	True	0.19469924393252241	-0.00634109951901049	-0.14174076454034407	0.20627991372574603	0.02122598837834748	1.99595195148447e-05	0.34028775068013206	0.8575903856159598	0.04075097042088045	0.0019458306678092243	5.288113265367214e-05	0.6775918272387759	0.006592494621567635	0.0032295453533940847
hsa-miR-34b-5p	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	2.7004420733143917	0.3025942684086152	-0.1917167123210063	0.20649817377313662	0.07676549436439908	-0.0001287225226371199	0.0002552748885568717	0.017906127869137197	0.4441668588030707	0.3911268410126385	5.292969971408636e-05	0.4584876880417299	0.01559615265569192	0.0032295453533940847
PHYHIP	160	Gamma	Log	True	0.93125	1.8403867401765456e-186	True	9.00563923005264	-0.43278695386233984	-0.18342071160499174	-0.09478008015604866	-0.0945947908333999	-0.00027598634080390244	1.4581127493104603e-22	0.003964945432147695	0.4352769733266614	0.604088425405755	5.314291397844651e-05	0.15649050001408069	0.03140311213239766	0.0032295453533940847
hsa-miR-4304	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	8.334724388171466	0.08773034021717313	-0.10745011259321591	0.3070151845641909	-0.046650710656887404	3.49729001696564e-06	9.727797911114454e-77	0.259505105332281	0.48114316863077944	0.036221018357173194	5.454085512709321e-05	0.9736059300692793	0.004939732560042098	0.0032960856781806664
SPACA6-AS1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	3.1351109424136605	0.07399024956810304	-0.15969554201290825	0.11838233130060022	0.05250030501268158	7.814349491197176e-06	5.992463893437124e-10	0.398589342816022	0.3526885366468946	0.4734489610179461	5.550942141670347e-05	0.9476777555944912	0.00562236038932129	0.0033360855589552505
KIT	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.716085125169444	0.0011245546210691404	-0.019756977089081085	0.08615094373108007	-0.06907924878063933	-0.00013641853021882048	6.363067668806434e-31	0.9922314842433874	0.9304661686965512	0.6921680874716909	5.690965799048032e-05	0.38462680529798154	0.011560641789670756	0.003401446481431016
TPX2	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.0514467713355815	-0.10792514393786273	-0.030313062203855656	-0.0007516131226613931	-0.05213849251341289	4.6526102287880255e-05	2.4834003535488293e-44	0.21679238920880983	0.8595407105370299	0.9963572418501407	5.926774530604814e-05	0.6951153278482544	0.007458166500582064	0.003523030237372632
PRRG1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	8.87509595755429	-0.14374530694413468	-0.01879623863339952	0.059998755122904424	-0.04958269434021889	-7.294930329339398e-05	3.1312217557669554e-76	0.08378796695580726	0.9081789766022733	0.7016599055567168	5.968201041435487e-05	0.5183342450106945	0.00665218845431037	0.00352837450699648
IQGAP3	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.039334307120685	-0.09693804667616102	-0.054300736571663455	-0.0007626728851136133	-0.047783116923942104	9.199396259903044e-05	4.2896367540393974e-52	0.22690033740412296	0.7298800269595453	0.9959737232321575	6.104394247333147e-05	0.39861478214476265	0.006379219354653687	0.0035893838174318898
POLQ	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.036810908534122	-0.008320533920464779	0.03827146367415124	-0.08162196056768484	-0.05432729602611776	3.55397469676829e-05	1.222310485006213e-40	0.9273427881859653	0.8305806891779248	0.6349276388403555	6.146838784843906e-05	0.7743425049670829	0.00770247649192668	0.003594909263523227
hsa-miR-31-5p	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	10.736154900176647	0.11411483365880493	-0.2192275574717819	0.39788268467127486	-0.06368691389815576	-0.0002871826236360634	1.73552544478441e-67	0.2864465461309288	0.2962059545274218	0.04852687714230643	6.23438887476204e-05	0.04831515910327147	0.011338662768428764	0.0036266140203027528
PAPPA (protein)	160	Gamma	Log	False	0.9937499999913953	0.0	True	1.6938897619980733	0.015384727721027114	0.004524629483833809	-0.0030274589183734157	0.01272798190660912	1.098757299771052e-05	1.0598741470931043e-42	0.47228665565505734	0.9141301988872216	0.9401555601970617	6.280460652240751e-05	0.7055407630756856	-0.0013398229068541934	0.0036339814348444093
OPG (protein)	160	Gamma	Log	False	0.5648605109293793	1.030319555880071e-48	True	-4.48625906980654	-0.055788451734497896	0.13181990952366665	0.2685842889228414	0.10964442400353261	0.00027417786076742485	2.6011562904591146e-05	0.7625113050478591	0.7156890639106137	0.44000019914524724	6.414095055848433e-05	0.2743233823649701	0.00548717750609784	0.003691668043254987
FLT1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	15.311338074545727	-0.4696786788498455	-0.058151325812756394	-0.16258051186816663	-0.10383396388106257	-0.00043335176658923264	9.555924735764224e-52	0.007309746988524037	0.8654728293435496	0.6221246501654075	6.578872726034177e-05	0.06849495596723948	0.0385401744574142	0.0037665777638841986
VAT1 (protein)	160	Gamma	Log	False	0.9933208111257016	0.0	True	1.0578981384196915	0.002320711665698666	-0.004878397521491384	0.025155625924205203	0.007417629583543143	3.92664395951597e-06	2.1981481295314055e-48	0.8530235451342069	0.8425308433732097	0.28646783467032033	6.741437475640848e-05	0.8175220786939841	0.06591100836431085	0.003839442767540374
TLCD5	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	3.403563928045928	0.12574103098301193	-0.2640532349417888	0.345157611741062	0.059234285314923696	0.00022315512386754038	4.4213343901075976e-09	0.21040232211403076	0.17970827771619902	0.06802734615960532	7.161734689224937e-05	0.10181294118489523	0.007737210766737612	0.004040437346783914
BRI3BP	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	6.621100379548841	-0.08736930044267022	0.013506600909720001	-0.07041023944520441	-0.046462960138590095	0.00010869414333994179	5.740040563396592e-48	0.2672591005865125	0.9302855892226946	0.6351085797852281	7.168637690101999e-05	0.3096696610313032	0.006556396036966894	0.004040437346783914
AIF1L	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	8.824525936181004	-0.329325513922792	0.31985108733908474	-0.0734475136514961	-0.06613128342684124	-0.00013964520601175158	3.417704059474407e-42	0.0033358927809439233	0.1459253534914495	0.7282659665644939	7.293646652883623e-05	0.35963262930645157	0.017157820055366257	0.004089705581962271
DTL	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	6.918430777520182	-0.0327384938417824	0.058111212864139006	-0.052030580442080976	-0.0538607155202805	7.874563101686486e-05	4.7362321975775886e-39	0.7207856502550961	0.746229408861125	0.763035778624028	7.5792534849854e-05	0.5268735980524686	0.007669873641687142	0.004226772716365736
TOP2A	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	8.331853403642862	-0.07633720380255599	0.016263586796662066	-0.00288770020592638	-0.05293092842836746	7.31247520600201e-05	1.005238316905432e-57	0.39656457207107176	0.9265912838237792	0.9864190088569649	7.615806696154479e-05	0.5499962740837736	0.007298785844499278	0.004226772716365736
ARHGAP10	160	Gamma	Log	True	0.93125	1.8403867401765456e-186	True	7.216723166703744	-0.015595348704486367	0.03643674231621574	0.0822953615306915	-0.035919015594303015	-2.7242335651074773e-06	1.3687557314505e-87	0.8381512386123744	0.8035996285675608	0.49610138881721133	7.680192512038835e-05	0.9789865618561819	0.002771300694708656	0.004240869753601951
ASPM	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.743412335398852	-0.0644071817134676	0.013476654920996589	-0.04250904825962118	-0.051019463438934105	3.341367250859531e-05	1.5279473426433007e-53	0.4591179357519074	0.9370195043879279	0.7953717821913762	7.924016835781072e-05	0.7774091542895315	0.006697873872854254	0.0043534068252336616
JHY	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	3.6797233479184897	0.04412599172700871	-0.16493547063295444	0.1731911634301323	0.04514736411935388	0.00025556802678401307	1.4077189016071231e-16	0.5669311931468796	0.2749514391652762	0.23293205464449052	8.056550714351186e-05	0.014646310363364515	0.004379564765649158	0.004403977822648854
HAVCR2 (protein)	160	Gamma	Log	False	0.9295672725736928	8.816622697618878e-185	True	0.049470368946500864	0.030297895750191484	-0.02728237298828265	0.056327401125289986	0.02022483239533486	5.876917721072758e-05	0.8044201459616026	0.3808901778200957	0.6873177378953744	0.3872138230107601	8.262522794183139e-05	0.21089780830550098	0.0012139212728190518	0.004471628007717622
ARHGAP24	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.844917104732941	-0.06951956669750631	0.008136680519270856	0.19704805187412147	-0.04250971862183302	-1.2723646893031653e-05	6.812665743170089e-78	0.338775906051488	0.9544560484458702	0.15010759658584938	8.262085423666741e-05	0.8974604038481648	0.004487244962191772	0.004471628007717622
LINC00656	160	Gamma	Log	False	0.925	2.049614645233447e-180	True	2.7574179541467103	0.064937461397059	-0.27110800703483107	-0.011733528034761076	0.054056871066197686	1.9313987952440414e-05	2.437753987821637e-07	0.4824080658336094	0.13466838296557376	0.9462884036320877	8.307085436450081e-05	0.8777814700309662	0.007945415318591387	0.0044734888800843555
MINPP1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	4.9118624974061795	-0.04358515705000765	-0.346559980426538	0.2630004287890385	0.050012726930034376	0.00015058578955125067	4.265361193184337e-23	0.6118495088104847	0.039573240382340905	0.1041130202400858	8.90154081268449e-05	0.1968860289798985	0.005341277863120442	0.004769998076866103
TMEM45A	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	9.719293729967251	-0.4776394698949627	0.10119735239241034	-0.293028211451009	-0.10476292936062837	-0.0003320619708377643	9.237413022735094e-21	0.007971996274460028	0.7743005058739485	0.3875973613346285	8.980584215872267e-05	0.17454174479144646	0.034227013428548614	0.0047887644656989465
hsa-miR-3692-5p	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.991851299482979	0.09867133329356464	-0.09501389679718852	0.3003804866914148	-0.046725801947026545	5.442119938063098e-05	2.8698155484423624e-66	0.21995680497997605	0.5468234450655343	0.04747293483002509	9.253565878844297e-05	0.6184926382811864	0.005227728891807226	0.004910258030735037
CD93 (protein)	160	Gamma	Log	False	0.999999949364955	0.0	True	2.1024737297579748	0.0018519546115167013	-0.01834842937639225	0.03041385424325333	0.006186784396131826	5.405068255885932e-06	1.1193912584042941e-255	0.8620016818209031	0.37966656351589767	0.1297176357276783	9.29948471659191e-05	0.7088274938881503	0.08870074084147173	0.004910669647916835
C1orf226	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	2.5930883342085185	0.07530395922913243	-0.23690868121813602	0.26282272307206317	0.05273077798969887	0.000257738863281184	8.170561228509458e-07	0.40800853160987804	0.18423420925540823	0.12533041760196206	9.647045034042823e-05	0.03711434270864174	0.0067007665854353915	0.005069592071512938
AKR1B1 (protein)	160	Gamma	Log	False	0.9937499999983913	0.0	True	1.7806161604225301	0.012363498408183876	0.0021606601573785356	0.008095680514003938	0.00646948693958215	1.2187752351611665e-05	1.4106493872049612e-167	0.26834107537433227	0.9213954282794022	0.7004519937793758	9.693750450241076e-05	0.4218732550488602	0.051133777446683015	0.005069645067198194
1-stearoyl-GPG (18:0)	160	Gamma	Log	False	0.5846996064679515	1.5726535208259715e-52	True	-2.6451707590014406	0.12093126491509573	0.1009547846741404	-0.009125303172039634	0.07628892850338026	-0.00013883148008982582	0.0005171256781950896	0.35911974744358877	0.6961539285153262	0.9707006321432369	9.882272871585461e-05	0.4383806817435839	0.02731891266849429	0.005143510253450079
hsa-miR-1539	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	9.561242636316209	0.014789967833285594	0.11216733543665347	0.045137645659898085	-0.11445942202024209	-0.00031408696210547123	6.511869079572976e-17	0.9404714591871846	0.7726566519195561	0.9037148480569572	0.00010044177106008362	0.24307590422106162	0.02414681248188222	0.005202883740912332
YOD1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	8.05148881552649	-0.057043717135925265	-0.04555083934048554	0.09342716233890172	-0.04837160935099378	-2.9853354983997723e-05	5.57038554188631e-62	0.4964626868518076	0.7817693358326975	0.5543872813696605	0.00010397669669069206	0.7933407441224725	0.005208762147831281	0.00536046685593056
hsa-miR-34b-3p	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	1.8113465633958188	0.3515707742709414	-0.24461831916779264	0.2744521804450218	0.07530088971049198	-4.609685375844778e-06	0.016519934993905454	0.007181489594743608	0.3400067209371934	0.26531768068306016	0.00010655405691779221	0.9793008521748594	0.01502122648749371	0.0054417607096325996
KNL1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.48121391210202	-0.06488937074292833	-0.015172225535278638	0.012344799553944075	-0.052557281109393617	1.1809109510595221e-05	1.104414216972144e-45	0.4771054730818871	0.9324218390506676	0.9427674144101018	0.0001063922899416045	0.9241248465962975	0.006754965810073177	0.0054417607096325996
ANGPTL4 (protein)	160	Gamma	Log	False	0.975186283290255	2.82957461568113e-257	True	0.5112502554251723	-0.03653596016763899	0.02626295791495581	-0.012147214917366866	0.017708707902717544	-6.504936427658269e-05	0.00412378399155397	0.23624562537849625	0.6640689381220933	0.8344355159301696	0.00011171056272996272	0.12060998932941175	0.0029129615223496552	0.005665535152052988
TREM1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	10.819475529570074	-0.5462314958492938	0.5846725173023679	-0.4036059585678612	-0.13314633464474113	-0.00012890070352490333	6.869666458637394e-16	0.01853234592231	0.19853362380096717	0.35572866761963706	0.0001119773908523067	0.6825162251286825	0.05387518996744656	0.005665535152052988
CD209 (protein)	160	Gamma	Log	False	0.9935825746396375	0.0	True	1.1736732575560043	0.05311111976217915	0.028782809374027052	-0.03276320574198921	0.017044214125062525	2.2536162850360017e-05	8.026929337903198e-12	0.07380001716737293	0.6211340010630034	0.5582817967383578	0.00011273357309455877	0.5765678576441777	0.0005320216455322324	0.005677388000567641
LDLR	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	9.001862289372074	-0.16218521614685744	-0.1260280824746911	0.07490934757835521	-0.05175180126421613	0.0001503966737474593	9.382920939712455e-67	0.07237780550272045	0.4763408267655208	0.6595898474567796	0.0001140733493984274	0.22004594824241708	0.00763500615298307	0.005718386611779232
LINC02175	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	3.5520809041871866	0.09301194156180778	-0.28916579546240373	0.25348578046795267	0.04199768001195829	0.00010016238965948097	5.163630096753361e-17	0.20470299909520917	0.04429190640583112	0.06656439910188264	0.00011616793195386457	0.3147479294883677	0.004158851501458782	0.00579667322841348
ENSG00000270504	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	5.005663604657215	-0.047060532032989266	-0.2154099077584759	0.23579142724710514	0.0433377485820518	6.054115779525805e-05	2.5510102869516625e-30	0.534222344476341	0.14669049056507935	0.09832473011417844	0.00011699163402117633	0.5561391429469523	0.003696148945976252	0.00581111869809295
NR6A1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.25249319937419	-0.0884454914819579	-0.09623957496771607	-0.0008733948304013028	-0.04218288023055519	-4.581180531223603e-05	6.2939132031974404e-65	0.23055376876738365	0.5057432732378594	0.9949859998243499	0.00011889735711689614	0.6475923404690112	0.004894854262755488	0.005878933866898165
