Analyte	N	Model Family	Link Function	Extreme Outliers	K-S Statistic	K-S p-value	Converged	Intercept	C(LaborInitiation)[T.1]	C(Smoker)[T.1.0]	C(IllicitDrugUser)[T.1.0]	WksGest	PregravidBMISquared	Intercept_p	C(LaborInitiation)[T.1]_p	C(Smoker)[T.1.0]_p	C(IllicitDrugUser)[T.1.0]_p	WksGest_p	PregravidBMISquared_p	Pseudo_R_Squared	pval_adj
PFKP	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	8.36447974789563	-0.47270464230760134	0.43883914514608385	-0.6460710440079172	-0.0958538622024111	-0.00019258731264216073	2.9459338326963738e-24	0.000980015495468715	0.094078496279338	0.014649348210441242	8.385104003134728e-06	0.2503890870964951	0.023781871495708207	0.00123828576144604
FBXW11P1	161	Gamma	Log	False	0.9006211180124217	7.690071827292829e-162	True	1.6997856195874874	0.1520156445245824	0.14357646297069365	-0.20284082005322557	0.08164491475727084	2.4464080467807468e-05	0.015388922562720422	0.21355191789750494	0.520368523047646	0.3685094873717516	8.474535602872492e-06	0.8639645029026943	0.00538211937865507	0.00123828576144604
TRMT9B	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.8260056633853825	0.12824921919607332	0.11653944081141912	-0.05783777676485091	0.08409967529742365	0.00013276979101116762	1.226583841866616e-07	0.3088101670443497	0.6128634239395263	0.8036097196228544	8.655557722784127e-06	0.3671798786623035	0.0051207208932969595	0.0012483112793703602
5alpha-pregnan-diol disulfate	161	Gamma	Log	False	0.5561789960993764	2.1465519843597177e-47	True	-3.5512781144891594	-0.022876548951859393	-0.29416207677552564	0.7187486852432297	0.1060291795672813	-6.636572965873565e-05	0.00010999480742873393	0.8862909921308818	0.3143865394631413	0.014921288347664024	9.977433809127747e-06	0.7225410039756595	0.11322298742121473	0.0014205051596200466
ACOXL	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.536501133417473	0.04242312755404071	0.3334616301815087	-0.053394317245870626	0.07456392599827606	-0.0002159137191280823	6.020254354360098e-08	0.709096537394652	0.10861329600080649	0.799178848270053	1.2390723286388461e-05	0.10413415916860431	0.006612379266198176	0.001741759267029669
taurochenodeoxycholate	161	Gamma	Log	False	0.5623387898841075	1.5349220143907668e-48	True	3.0499535747994737	-0.20888656210333773	0.24723839697629518	0.20732066649370662	-0.0792302504024873	5.844147812369715e-05	1.1469803936086391e-05	0.08456714857483817	0.264015370158025	0.35366300130282446	1.2975024400883192e-05	0.6795956598248707	0.08538240859017399	0.0018010955746475981
palmitoylcholine	161	Gamma	Log	False	0.6381377856495809	3.112840495512081e-64	True	3.8451742204300956	-0.30439129422207656	-0.28265393660911886	0.3602115033967464	-0.09073224472273866	3.0533525212803547e-06	1.6547287274716232e-06	0.029464575028286116	0.2686561712625142	0.1627213914916814	1.5205586323965356e-05	0.9850864136187939	0.09544324759046052	0.002084667112686855
MUC19	161	Gamma	Log	False	0.8992712199807923	6.7933240235743344e-161	True	1.9252019676936492	-0.12878641315919998	0.4679222647574967	-0.5137516757934771	0.07994188095510307	-2.333066678390967e-05	0.006663811529952985	0.2975083622218918	0.03835910394251235	0.024339523119159833	1.6301651713144322e-05	0.8716741924094163	0.006758252883806604	0.002207681003347167
ENG	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	11.812094849329123	-0.19746556013700028	0.4375219609776633	-0.7089107218675079	-0.07625040344398566	-5.821423889482147e-06	9.363980203852007e-68	0.09513073485488428	0.043050888456094616	0.001169091777992272	1.742959519444735e-05	0.966410016774249	0.010817901861115864	0.0023174169277961933
hsa-miR-526b-3p	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.37929772020526	0.13860010262461125	0.27116560166382137	-0.32676820631296255	0.060845460485225045	0.00013563562133833587	6.555895468223847e-16	0.14222276234701642	0.11619376076468049	0.06083805714052742	1.752931309634221e-05	0.21899042355012044	0.0024735749384970918	0.0023174169277961933
ST18	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.41838801395731	-0.08881573931625866	0.33783291142103183	-0.38811285180760574	0.06919997933478428	0.00013073379321706718	8.895318510209267e-05	0.40874521815568066	0.08556702734437865	0.05047279483381707	1.7853000754832496e-05	0.29798321660491334	0.0028777240196424803	0.002332442039793116
MUC15	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	5.73066628412367	0.08824524462259586	-0.08673790170856623	-0.2872035157768438	0.0718778323228042	-7.280997532238152e-06	5.223705593483024e-19	0.43110226584000544	0.6719993814971035	0.16503511742398247	1.9167651616483107e-05	0.9556614627867913	0.0035044212929823404	0.0024479603414552485
TKT	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	6.093860015070231	0.16661091907550324	0.13352518083188222	-0.3907254280605078	0.051154535453099906	-0.0001255197309789779	2.058805177702252e-40	0.0367439986612253	0.35976217319961434	0.007958167407626582	1.917807741617349e-05	0.1780631109232974	0.001879577411570077	0.0024479603414552485
ENSG00000261324	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.307478846850022	-0.06174841322507835	0.17078784524623225	-0.34361540517342937	0.05116229031949719	4.962039418128896e-05	6.305061948420241e-21	0.439992853448375	0.24257243684121166	0.019898341130849293	2.0023154363653612e-05	0.5953390777346603	0.0007906887774857818	0.002526785559186061
FZD7	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.1296830222104566	0.06256914999492705	0.3227492901139165	-0.0898506012151824	0.07443995517052426	7.960817333355877e-05	2.9296939878527208e-06	0.5915772262799642	0.12994999936775153	0.6763354460919508	2.0920811562582897e-05	0.5590233771541648	0.0058061335548530435	0.002598735127305996
ENSG00000251095	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.7926425175493765	-0.01940519915577925	0.5874553907709971	-0.7605269114019222	0.057372887364349034	-3.076458802597369e-05	1.5897809879312502e-20	0.8291186504522186	0.00035031983802492753	4.580202227766183e-06	2.1061338267225544e-05	0.7696238448454525	0.002845044674332331	0.002598735127305996
ENSG00000261821	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	5.061643612458086	-0.03877811321329788	0.2878452434144577	-0.5339342089161528	0.06134983091945241	1.916869012509126e-05	5.222945012388722e-20	0.6871126158783456	0.1018804308174798	0.0026574693229656256	2.1633765924744565e-05	0.8646888603980802	0.0015422826836433146	0.002640032643893279
KIAA1549	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	5.200928992770322	0.051926354946706804	0.1838330585153945	-0.36587002965553184	0.05730651411406616	-7.59785716586708e-05	1.1055110891602926e-23	0.5653615265339007	0.2654608381208944	0.028183314924524736	2.348081427832829e-05	0.47154377209119247	0.0013957384723213284	0.0028342874191395182
AFAP1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	9.738398344646482	-0.3667258831581049	0.3549868429781344	-0.631257892340934	-0.0819356228237304	4.3913714201204604e-05	1.1550429209697787e-38	0.00493980397540087	0.13655828223940922	0.008751637468803732	2.8382707801034973e-05	0.7732766508805884	0.01652997121519273	0.003389139463768746
ENSG00000279662	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.7077385066608217	0.08154863767404935	0.012777170556468341	-0.15699523647351699	0.06536149369594907	5.08104809970609e-05	6.013346023406877e-06	0.43398566498588254	0.946525034143444	0.41444167273846266	2.9179684915112323e-05	0.6765063033311971	0.0029294771318916224	0.003447238308322578
hsa-miR-194-5p	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	5.994035627196047	0.1480708053899487	0.21421575208685054	-0.33728687482920894	0.052940147459323725	4.0697361879715776e-05	4.627638017007195e-35	0.07981943104257003	0.16556956247551324	0.030620324404651313	2.9858767627433966e-05	0.6802772892012539	0.0009344964173814141	0.0034903327842384655
CCK	161	Gamma	Log	True	0.9006208313608505	7.693653822311476e-162	True	1.233060183922813	0.5411231453569183	-0.24827774394709046	0.3066816270213987	0.13097327728268635	-0.0004515509598666104	0.29899050899648383	0.010402108563138477	0.376543578737081	0.36802980421142106	3.14733643811828e-05	0.021079381251017843	0.019484199498090327	0.003640746994302448
RAB6B	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.441222865602757	0.0220006224855383	0.17599118456366436	-0.2270033855897995	0.05715885963739234	-1.7167651613399747e-05	2.999840228111637e-17	0.810198339357406	0.29318386305440103	0.17937996583676352	3.1959846605747024e-05	0.8725624908712805	0.0011914894895607153	0.003658908211925987
2,6-dihydroxybenzoic acid	161	Gamma	Log	False	0.5586625928063325	7.447271827678821e-48	True	-3.1556662313555166	-0.046934505037788427	-0.4796226504105455	-0.004801604425404754	0.10172544895935318	-0.00047241705164014397	0.00078104821820557	0.7742688880011745	0.1088195904300716	0.987316473344325	3.4251423017880654e-05	0.013483369011321914	0.039999559371035276	0.0038812454348322927
ENSG00000236283	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.1682956432046554	0.04956915074198878	0.08184782874610902	-0.5391225228123486	0.0530942166997711	3.0943441810498524e-06	1.074277860804979e-10	0.5620631911348701	0.6004276078945232	0.0006341458215808791	3.4841778736553595e-05	0.9752877574925148	0.001809761757913142	0.003908262150196239
ENSG00000224516	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.2863259868904082	0.1090373359553952	0.19911159173446435	-0.258537493497653	0.05876077933513979	8.974005755519351e-05	1.4767244850703452e-09	0.24948447206549695	0.24990286752777513	0.13901795755128493	3.525478146808709e-05	0.41724314933508	0.0019941277297294002	0.003915043482031072
DAPK1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	7.9639370549646245	-0.06407475733352297	0.18251655187754426	-0.4608467917763508	0.05076914991205628	0.00010291858586449669	1.007535074121253e-63	0.4364133657706678	0.2251550282077872	0.0024227066118570123	3.952906884266987e-05	0.2846509853578356	0.00119570396507096	0.004346240688097513
TLCD5	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.616819459789648	0.16758485572889073	-0.13340760185721567	-0.10298034059866634	0.0640698109378469	-6.416731328601433e-05	1.4424608390743096e-09	0.10756654175686231	0.48336319533711203	0.5921086219996639	4.1185418173669194e-05	0.5979344847895344	0.0036428108202050113	0.004483961459005847
MYO7B	161	Gamma	Log	False	0.9006211170258347	7.690084152830862e-162	True	9.476795304870851	-0.4964759638259317	0.39338215098557944	-0.9454489596595439	-0.09896524130901924	0.00019611651434370627	1.223476452393107e-24	0.0020611595102991843	0.18161421652233933	0.001476662421288495	4.241358810564444e-05	0.29752276943979217	0.02770890964772943	0.0045728436496425395
JPT1	161	Gamma	Log	True	0.9006211180124224	7.690071827284507e-162	True	8.44366921956561	-0.42145662202292955	-0.019062849102189666	-0.3851156259588444	-0.07547525227530572	-0.0001886961736265074	2.8371958041235355e-30	0.001492277389767324	0.9351375232265724	0.14554274710517034	4.334990784779862e-05	0.15323029567306276	0.016279433783923936	0.004628853140863497
N-palmitoyl-sphinganine (d18:0/16:0)	161	Gamma	Log	False	0.6231231410531894	7.108244522777728e-61	True	2.210938688568197	-0.07174174990072987	0.02863733300231625	-0.0871562716912621	-0.05950560190571273	0.00023544793375400718	7.339633717459025e-05	0.4602168117583546	0.8718671474397707	0.6268983658280582	4.4501727696870176e-05	0.03804378590288593	0.06343917299362156	0.004706587486416602
HSD17B1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	7.422232087664317	0.2334391344160843	-0.02632479456367392	-0.2574677112805901	0.057274025483284835	-4.119787727940329e-05	1.920278793463259e-43	0.012596712259287423	0.8776569227219848	0.13597153474899315	4.500987323403783e-05	0.7062723686203713	0.0028875934290926164	0.004715421153433869
CABLES1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.763952968302505	-0.026426316175705844	0.2562788415549388	-0.3035497025156775	0.049397953169895356	-4.1198145459202186e-05	1.4140752128362622e-24	0.7445655983668968	0.08384835154613372	0.04258607485429794	4.919113264445425e-05	0.6637499374531214	0.0009542774846623692	0.005105304000155742
CTRC (protein)	161	Gamma	Log	False	0.7342617682332946	2.3693976365690314e-89	True	-2.1976540979950974	0.009796457155137356	-0.27133594715123943	0.18239068559613963	0.06653056008747803	9.101525722203293e-05	0.00046488910051057064	0.9286375038997816	0.17471805800557316	0.3662965319793141	5.034261635873097e-05	0.47636650021251303	0.004137746598652847	0.005176432913552846
CLMN	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	5.728839295828265	0.07229885142034473	0.23916573841825975	-0.41392550073434575	0.05079604524527376	-1.058449338596436e-05	1.0321285031879786e-32	0.38822105806298923	0.11835937173285521	0.0074382475692689205	5.329011382588689e-05	0.9139028078731005	0.0008374585540320556	0.005429235908591503
CATSPERB	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.4131691973733034	0.1753796394521359	0.04806963746815365	-0.309656680111829	0.06274178971215827	-8.06507727543472e-05	9.35978892060815e-09	0.09035955623791413	0.7995230506269597	0.10521283574603423	5.386117357769422e-05	0.505055414858699	0.002486833374467312	0.005437530296184494
DNAJA4	161	Gamma	Log	True	0.9006211180124224	7.690071827284507e-162	True	3.2210393811268365	-0.005305714611518353	0.3708877074603633	-0.5992793472040585	0.0618395306274366	-0.0003441175560582328	1.6985308239197004e-08	0.9613463352076957	0.15231666609762426	0.02301477780356451	5.565513596597011e-05	0.008919190372153489	0.006368906074809222	0.0055365010619040835
hsa-miR-210-3p	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	9.613846500062202	-0.344715086285343	0.671088094594193	-0.7248877234882152	-0.06661088350184824	0.00023741537837731065	3.434706120738797e-52	0.001755663665424034	0.0008604227589594259	0.0003641968377026112	5.583864195706955e-05	0.06513582693811197	0.014062136244603396	0.0055365010619040835
FLNB	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	11.311732899600491	-0.2651455626183845	0.452218460806891	-0.6553385846257479	-0.0701927302172548	-5.517066556443972e-06	1.6218244962932838e-64	0.022497666566699808	0.033225063696774165	0.0022447673170142546	5.6627666939536555e-05	0.9675843594977285	0.011448204408882612	0.00556504638374826
FRZB	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.9266426649499415	0.30037691133810995	-0.06357895724777007	-0.8261699439140664	0.08164172604646508	-1.8456912631898467e-05	2.2231966132172008e-10	0.026382218823284124	0.7970567545920868	0.0009358862203185598	5.750986293193742e-05	0.9070335834939445	0.010567659523724404	0.005602166911045308
PSG8-AS1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.468239041198835	0.2554416834708567	0.3561280578917	-0.38751288693513486	0.07044577944741146	0.0001404430676317023	0.0002368072173018241	0.028981486928669278	0.09576312267530805	0.072665383712348	5.9672417767039116e-05	0.3041308625319131	0.004790608468174806	0.005762279993938865
acetylcholine	161	Gamma	Log	True	0.5552666341747974	3.161520691669791e-47	True	3.00523922485392	-0.4375880359914973	0.1529616100558149	-0.2685521072602587	-0.07661644553468772	0.0003496006534963235	4.9203068832275644e-05	0.000692614320578013	0.3855013071495962	0.14270740521633138	6.071856787294972e-05	0.020138769138044067	0.10773526637492592	0.005812756001975057
NUAK1	161	Gamma	Log	True	0.9006211180124224	7.690071827284507e-162	True	7.392559631180206	-0.4677255915711261	0.11467864596211857	-0.3506038959250222	-0.06314018229182881	-0.00012122593777469284	1.3594936503688949e-31	1.4750566082739867e-05	0.6496638921011721	0.18877612375141595	6.1374959136239e-05	0.3313236525787866	0.013257614978175458	0.005825375394939609
NECTIN4-AS1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.048082223345845	0.13234545964521782	-0.0114573720999663	-0.14932029291771554	0.06087089761576871	2.9176165738299285e-06	1.617651904391439e-07	0.19169176703126412	0.9506892855161488	0.4248004249990881	6.267411241139111e-05	0.9803463246370738	0.0023210058438923875	0.005898271341766935
trans-4-hydroxyproline	161	Gamma	Log	False	0.7221887094174001	8.44515302639825e-86	True	1.0475852723704193	-0.06001655914666544	-0.010278364892305367	0.06640968963263741	-0.028396983846980875	4.8027338324781045e-05	0.00011628641437732151	0.20504744645655903	0.9054746646243759	0.4473816530803255	6.422104016049257e-05	0.38539530557954027	0.015233220383961243	0.005993064293968655
CA10	161	Gamma	Log	True	0.9006211170258347	7.690084152830862e-162	True	2.498752448820658	0.18249463889167625	0.12757439666466863	-0.5622905464718	0.08596632833645759	-0.00021247103748557757	0.0031475840526642316	0.1982153789765857	0.5658279235478803	0.03245614150620219	6.591827289017548e-05	0.1599993742987954	0.0074219178670529296	0.006100186837044989
taurochenodeoxycholic acid 3-sulfate	161	Gamma	Log	False	0.5319152728133726	4.701091707557193e-43	True	-4.200360155500385	-0.27122977566777895	-0.1852756322056549	0.7020229519049513	0.11613678724318321	0.00015062723266326977	0.00016530286944087128	0.16266319183727318	0.6018010323286199	0.050234547639572996	6.756569669113231e-05	0.5069272002421968	0.013233066152490869	0.006173568220988757
SOX4	161	Gamma	Log	True	0.9006211180124224	7.690071827284507e-162	True	8.146053681831193	-0.3732771296443107	-0.10329589380618721	-0.21273348775967627	-0.06458748101937596	-0.0001448022023210908	3.8642448029657614e-36	0.00039226706430586653	0.6375858198339519	0.3762797118935385	6.782308176142534e-05	0.227749062576172	0.012606360797310256	0.006173568220988757
IGHA1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	5.396059314719826	0.01574176614347017	0.14160670837205355	-0.4390719549448019	0.05624211374992305	4.6427999148455305e-06	1.9745693233068823e-23	0.8673550312209972	0.41105578458255176	0.011600732634275222	6.967378105720696e-05	0.9663701111394605	0.001353447757202031	0.006285326377001283
proline	161	Gamma	Log	False	0.7400579629701542	4.181022626173275e-91	True	0.995514516680711	-0.05750906482934956	-0.09800189370307649	0.11994373727834998	-0.025564304645723596	-1.9377626086122485e-05	5.196231668988202e-05	0.17966119181110418	0.21091005117556205	0.12944763126155343	7.018284293094634e-05	0.698781173060927	0.01411617812341659	0.006285326377001283
SLC34A2	161	Gamma	Log	False	0.8930600398565687	1.0776342244028798e-156	True	8.26593339943358	0.2050097190406453	0.02368875927573093	-0.22768677988992703	-0.09490925842456453	-0.00037690321453327607	1.6041356133589307e-19	0.19824440295072987	0.9351727752851899	0.43881761525350116	7.18684547171981e-05	0.0429224478140557	0.023679853788050154	0.006384793517075878
N-methylproline	161	Gamma	Log	False	0.5970509780981238	2.3988250709520006e-55	True	5.817583708107863	0.03815269119692537	0.4687658853201376	-0.24757313662375416	-0.13347778028696256	-0.00028280788704064205	6.8035827635851835e-06	0.865493366869795	0.25483610123414857	0.5514866184934251	7.818744568007314e-05	0.2825346355732705	0.12448217680700535	0.006891044319660415
JHY	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.824633557200106	-0.029101308701733428	0.06532826953528444	-0.19747286391412122	0.04982795904059087	-4.25765522601172e-05	2.468482528401308e-15	0.7295731817878482	0.6711321333677055	0.20373684536969794	7.971150808636639e-05	0.6650998636067256	0.0005703907896359439	0.006970049585032273
DUSP4	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	6.14943298933449	0.1590398442336242	0.08125317836522836	-0.3592138487444064	0.051073413451488414	-0.00011251702687119138	2.9608237698355407e-35	0.0658738959967284	0.6071574224655871	0.024394921484420823	8.25183623371884e-05	0.26539302076558724	0.0015172608132508758	0.0071591126074568535
MRC2	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	8.668241513683972	-0.5334461945187556	0.1491433626212974	-0.32159827679891023	-0.09161832985038522	-4.95188904904331e-05	2.500265196312928e-22	0.0005966415636902626	0.5994655080300035	0.2621117452835915	8.489812156728578e-05	0.7850318751724628	0.02203554571685229	0.007308477829493865
FABP4 (protein)	161	Gamma	Log	True	0.9999996901909355	0.0	True	1.8030519757812036	-0.011377962562327336	0.006659958422511061	-0.0201358769059925	0.013802369305797806	1.99737846583916e-05	5.908524075023677e-40	0.48349481479773426	0.7502267183884574	0.43745727130329426	9.02412679013104e-05	0.1535436845241388	0.16160421301723382	0.0077086867695696296
EGLN3	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	11.376971514806751	-0.9611165002185138	0.29926690694065017	-0.7127072104255987	-0.1519234686708693	-0.00045370890570505223	2.0205583630532448e-14	0.00020793073994320428	0.5274453053150054	0.1361533159057061	9.307380775704121e-05	0.13396401860930934	0.06313086448201632	0.007889959046885059
PRKD3	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	8.429371315812052	-0.16319695893907038	0.36547868507446307	-0.6829226251683992	-0.058760504693272236	2.3854541574089088e-05	1.5272278902980547e-48	0.10372091997316504	0.046188357851593136	0.00022505893901679565	9.427806790832898e-05	0.8386988693686215	0.007419890112714489	0.007931499576681768
3-methoxytyramine sulfate	161	Gamma	Log	False	0.5643899672317645	6.317606131721527e-49	True	4.498116300797975	-0.2008927321940679	0.4281899009112864	-0.2645071964319788	-0.1266212249591348	0.00019582171049444615	0.0002976163834997974	0.3537575356226619	0.2795048355605899	0.5082649700209876	9.786601029543746e-05	0.43913177519214974	0.011281494903370048	0.00817144394233709
5alpha-pregnan-3beta,20alpha-diol monosulfate (1)	161	Gamma	Log	False	0.5459848249738195	1.5430839169081476e-45	True	-2.731478155871743	0.07980315685622064	-0.17296546202686183	0.24844076469461307	0.08012712534679946	-5.3344970452527755e-05	0.0005464377171469112	0.5621066259169234	0.49179131560841194	0.3281518001193896	0.00010458242424741606	0.7401365051906483	0.056632748990209314	0.008667073293041458
hsa-miR-671-3p	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.810312163715743	0.2334685576238506	0.07660129943059811	-0.1682841119684838	0.05049836034076931	0.0001096326087881807	1.841448201147762e-08	0.007299168321341873	0.6300766752014915	0.29474306005871465	0.00010977997600425644	0.2809065204840815	0.0021989180467176794	0.008969289076227419
LINC00654	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.2760659575587185	0.03455840136124588	-0.25403822828356704	0.1282275166561766	0.056168316621111394	-0.00011463101170878712	3.71465440839073e-09	0.7210747760452256	0.15101944576693568	0.4729093877294325	0.00010984451277504989	0.31077457848756007	0.003218849655970746	0.008969289076227419
ALPP	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	8.595586130764715	-0.03321075663114112	0.21877751543126764	-0.2780748178152177	0.054484219017900376	6.144009288804346e-06	3.926201458555311e-57	0.7238754356632879	0.20289885954698372	0.10899557260832335	0.0001119375300235987	0.955389997680596	0.0011571291095244796	0.009007726600812054
SPACA6-AS1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.0693050156041872	0.029737198529052045	0.23897529193704942	-0.4704620964188101	0.0543341742879394	-2.811851406904302e-05	1.1662324922000135e-08	0.751059974376973	0.16305034583135147	0.00654079761196872	0.00011174351555731454	0.7973745259902206	0.0011007304966660358	0.009007726600812054
PLC (protein)	161	Gamma	Log	False	0.9999692863850917	0.0	True	2.13071022305404	-0.020907949356294874	-0.0698606903190419	0.08485175057067246	-0.01094123952554224	-2.5631462349673466e-05	8.057329547284014e-86	0.26880590669056237	0.04321564540348358	0.015034136962639843	0.00011473207472775216	0.24593085417829774	0.13430573194543127	0.009056293039480919
SOD1-DT	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.3483439403154054	0.13496203910629984	0.12085719599900165	-0.13881536919009463	0.0703229288721187	1.4106469024077447e-05	0.0007616168906180406	0.2667828084187669	0.5863757592017382	0.5360043085028778	0.00011487202823400821	0.9208640983495923	0.0035846866558119084	0.009056293039480919
GPR68	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.5168515968938356	0.10701651157992186	0.28927088952519364	-0.2763043153726814	0.06790760427434828	-7.248126120725689e-05	0.00018695127281265317	0.3618632579103105	0.17749038804548511	0.20211416874691523	0.00011498760185203147	0.5971011057498857	0.0033953190028747082	0.009056293039480919
USP27X-DT	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.0385969168147655	0.05315064607574199	0.10381010797998683	-0.27308952647433726	0.050845059795474615	1.0391881399802484e-05	1.8704702255815354e-09	0.5463211536382429	0.519132506887404	0.09306326137064037	0.00011973293073588991	0.9195862706996986	0.00038745011640795024	0.009306706124957403
TXNRD1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	6.092877628815641	0.1369955491146473	0.0830957098550612	-0.3280082378260025	0.05111507981622404	-0.00017919291752162855	4.309526083956555e-33	0.12194730818142324	0.6077511685222796	0.04481113399847763	0.00011984322160008182	0.08335853602183743	0.0018071500644960548	0.009306706124957403
tyrosine	161	Gamma	Log	False	0.7123521127549612	5.3174060534092996e-83	True	1.387335326727595	-0.05497273968776582	-0.18005595364700402	0.1573033257287102	-0.03495332960471663	-1.868135328885809e-05	6.85829436057341e-05	0.3652092335123214	0.10465562228724601	0.16036143974117967	0.00012430198250198515	0.7922669755433622	0.025344490360845184	0.009585927192253785
ZNNT1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.2597268831351878	-0.07729497541451986	0.2115164572255178	-0.3345490025587072	0.04659455519638099	1.6860359518107014e-05	2.393262756327665e-12	0.34007326743478306	0.1531808222818781	0.025268857244404155	0.00012646526362272665	0.858634535501172	0.0004696576071653302	0.0096854948450371
hsa-miR-584-5p	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	6.519744284498452	0.2837245192574908	-0.03599782593098707	-0.2634781606881851	0.056569304679869745	0.00011042223741613406	1.3087778604175247e-30	0.00406930590351051	0.8419335876950519	0.1483384917095299	0.00013468740221852528	0.33860589311099143	0.00357328803834156	0.010244545216689886
PPP1R14C	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.62812432360522	-0.011929110479709876	0.22463649062124855	-0.407133966126771	0.05104075036304433	-1.6418288835660174e-05	1.5555475489167674e-19	0.8935950323368763	0.1681707166460471	0.013383010244797258	0.00013640404188888677	0.8748005103029158	0.0007963719451240525	0.010304536633850935
betaine	161	Gamma	Log	False	0.7094058242104733	3.5338404275600826e-82	True	1.0057899550252445	-0.032836242344101194	0.04559840441321205	-0.11269303348983345	-0.02684820879630391	3.561246519026998e-05	0.00019583933207710313	0.48523306098437	0.5959298934124488	0.19436897846690837	0.00014265113595760898	0.5170864436387947	0.014901980660055547	0.010631817884625824
PHGDH	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	6.830635260728168	-0.08577948485958477	-0.059435599555608704	-0.24676390563679917	-0.056645612797692924	-0.0001021418126233919	4.0616755341700686e-33	0.3874841961756704	0.7432010676854772	0.1779892482790173	0.0001425010215476211	0.37845588925227813	0.006375593882522845	0.010631817884625824
ceramide (d18:1/17:0, d17:1/18:0)*	161	Gamma	Log	False	0.6589486466055607	4.084806072956992e-69	True	1.2941362765695212	-0.039317953792024574	-0.1620739559589596	0.12405605098437787	-0.03384632663070486	-1.593844771400329e-05	0.00015714075345645028	0.5098308893860515	0.13714298328884508	0.2598446630878387	0.00015570533384461085	0.819117504838299	0.022099986473849142	0.011527384882296023
3-hydroxypalmitoylcarnitine	161	Gamma	Log	False	0.5849983552073347	6.490845802977031e-53	True	2.442958533593239	0.009304414686845154	0.06031690443152628	-0.29233355582771053	-0.06455273779956061	0.00022436009436413527	0.00018788010162733212	0.9349268467022886	0.772127127443697	0.1645573933785509	0.00015957622877945142	0.09197198476309708	0.06071851817713547	0.011735721990700715
